Column1,OBJECT_ID,ALERT_TYPE,ACTIVE_MUWI,OFFSET_MUWI,ALERT_TIME,ELAPSED_TIME(Tn-T0) in Min,SAND,FLUID_VOLUME,ACTIVE_TUBE_PRESSURE - Only For Offset,ACTIVE_CASE_PRESSURE - Only For Offset,THRESHOLD_TUBE_PRESSURE - Only For Offset,THRESHOLD_CASE_PRESSURE - Only For Offset,SAND_CONC,IS_ACKNOWLEDGED,SEVERITY,IS_VALID,ACTIVE_WELL,OFFSET_WELL - Only for Offset Alert,STAGE,DETECTED_COST_ESTIMATE- for Cost Alert,DETECTED_COST_PLANNED- for Cost Alert,COST_OVERRUN_THRESHOLD - for Cost Alert,SLURRY_RATE_THRESHOLD,WH_PRESSURE_INCREASE_THRESHOLD,TOTAL_SAND_THRESHOLD,WH_SAND_CONC_THRESHOLD,SLURRY_RATE_INCREASE_THRESHOLD,DETECTED_SLURRY_RATE,DETECTED_WH_PRESSURE
101,3be057ecea4f420592f752853b509465,Screen Out,9264225500000000NEK0126H1,,13-01-2021 21:10,137,40250.98438,2587.733887,,,,,0.783,FALSE,,TRUE,JOG UNIT 14H,,4,,,,40,100,25000,0.2,3,85.457001,10565.625
102,2a342dbc95d64bcabed390584eb0225f,Screen Out,9264225500000000NEK0138H1,,13-01-2021 21:56,782,447957.962,9487.3,,,,,1.235,FALSE,,TRUE,JOG UNIT 8H,,1,,,,40,100,25000,0.2,3,80.706,8953.65
103,762c897ff5f14995853a4fb8cc56e99f,Screen Out,9264225500000000NEK0134H1,,13-01-2021 23:41,109,34313.28125,2270.311035,,,,,0.64,FALSE,,TRUE,Joe Burreaux Unit 3H,,4,,,,40,100,25000,0.2,3,83.726997,10547.81348
104,d252365882284d60871cc50a84ba3dc5,Screen Out,9264225500000000NEK0076H1,,14-01-2021 00:09,135,70658.156,3433.454,,,,,1.177,FALSE,,TRUE,JOG UNIT 10H,,1,,,,40,100,25000,0.2,3,81.367,10443.612
105,15c66b7af8d2445cbe26602dfd201568,Screen Out,9264225500000000NEK0076H1,,14-01-2021 00:10,136,74071.109,3511.812,,,,,1.209,FALSE,,TRUE,JOG UNIT 10H,,1,,,,40,100,25000,0.2,3,81.191,10589.123
106,2cd50fa3d732423eaec37eb4ede18aae,Screen Out,9264225500000000NEK0076H1,,14-01-2021 00:11,137,77519.945,3588.894,,,,,1.234,FALSE,,TRUE,JOG UNIT 10H,,1,,,,40,100,25000,0.2,3,81.306,10747.548
107,d2afe7294f534181ac7349718883b6c3,Screen Out,9264225500000000NEK0134H1,,14-01-2021 01:00,188,461018.4375,8622.15332,,,,,2.463,FALSE,,TRUE,Joe Burreaux Unit 3H,,4,,,,40,100,25000,0.2,3,88.696999,10920
108,b327cb9f3fd34d58a060e50573afcf09,Screen Out,9264225500000000NEK0138H1,,14-01-2021 03:54,139,59729.735,3159.202,,,,,1.185,FALSE,,TRUE,JOG UNIT 8H,,2,,,,40,100,25000,0.2,3,81.228,9973.807
109,2301d2360d14402ca7ffb3f906529a9f,Screen Out,9264225500000000NEK0138H1,,14-01-2021 04:07,152,110259.453,4222.839,,,,,1.651,FALSE,,TRUE,JOG UNIT 8H,,2,,,,40,100,25000,0.2,3,85.782,10308.299
110,dd91e3ec44c145c6bb4e9bd82adcd11b,Screen Out,9264225500000000NEK0129H1,,14-01-2021 07:43,428,86988.05469,5803.236816,,,,,1.042,FALSE,,TRUE,JOG UNIT 15H,,5,,,,40,100,25000,0.2,3,86.247002,10315.31348
111,5b36247a3df54f8ca4a7b169262c0b6c,Screen Out,9264225500000000NEK0129H1,,14-01-2021 08:37,482,411631.4063,10192.00977,,,,,1.728,FALSE,,TRUE,JOG UNIT 15H,,5,,,,40,100,25000,0.2,3,87.551003,10507.5
112,93058fbd0d7045b79b99f503266688ea,Screen Out,9264225500000000NEK0138H1,,14-01-2021 10:30,156,96075.289,3661.337,,,,,1.355,FALSE,,TRUE,JOG UNIT 8H,,3,,,,40,100,25000,0.2,3,84.642,10601.221
113,606fdc5bce0947c7b079c99a9765b103,Screen Out,9264225500000000NEK0134H1,,14-01-2021 11:12,185,482577.75,8870.599609,,,,,2.221,FALSE,,TRUE,Joe Burreaux Unit 3H,,5,,,,40,100,25000,0.2,3,84.882004,10809.375
114,bf3052e6a6fd40babcd41401e3acde09,Screen Out,9264225500000000NEK0138H1,,14-01-2021 17:00,190,118513.911,4220.094,,,,,1.272,FALSE,,TRUE,JOG UNIT 8H,,4,,,,40,100,25000,0.2,3,82.489,10629.003
115,33a07fc0ee3e423c9a74c0b385bca96d,Screen Out,9264225500000000NEK0129H1,,14-01-2021 17:02,349,41097.63281,3726.837891,,,,,0.758,FALSE,,TRUE,JOG UNIT 15H,,6,,,,40,100,25000,0.2,3,82.309998,10792.5
116,3d1a79187b3949dca7323d90336bfb1a,Screen Out,9264225500000000NEK0138H1,,14-01-2021 17:02,192,128731.108,4395.682,,,,,1.453,FALSE,,TRUE,JOG UNIT 8H,,4,,,,40,100,25000,0.2,3,83.294,10739.436
117,52ec9db0b0c0410db305b7d5b6846d67,Screen Out,9264225500000000NEK0129H1,,14-01-2021 17:08,354,65227.61328,4186.36084,,,,,1.568,FALSE,,TRUE,JOG UNIT 15H,,6,,,,40,100,25000,0.2,3,88.444,10367.81348
118,92412d36ade946d8a1d315da8d8426c2,Screen Out,9264225500000000NEK0129H1,,14-01-2021 17:14,360,93574.59375,4681.685059,,,,,1.591,FALSE,,TRUE,JOG UNIT 15H,,6,,,,40,100,25000,0.2,3,90.268997,10472.81348
119,93a4981672f34b15af116dc81820686f,Screen Out,9264225500000000NEK0129H1,,14-01-2021 17:29,375,179959.4375,5934.606934,,,,,2.042,FALSE,,TRUE,JOG UNIT 15H,,6,,,,40,100,25000,0.2,3,89.921997,10286.25
120,25342375e9544b13a9c42dc736562b4d,Screen Out,9264225500000000NEK0134H1,,14-01-2021 19:58,150,46196.375,2486.98999,,,,,0.867,FALSE,,TRUE,Joe Burreaux Unit 3H,,6,,,,40,100,25000,0.2,3,88.691002,10065.93848
121,a74ceecd29244564a00316be68cec534,Screen Out,9264225500000000NEK0134H1,,14-01-2021 21:05,217,374213.1563,7576.183594,,,,,2.583,FALSE,,TRUE,Joe Burreaux Unit 3H,,6,,,,40,100,25000,0.2,3,78.035004,8880
122,b55ec6704aad44c18767ee285b4a12ab,Screen Out,9264225500000000NEK0133H1,,10-02-2021 01:40,242,245076.6094,6050.384766,,,,,2.262,FALSE,,TRUE,Joe Burreaux Unit 2H,,17,,,,40,100,25000,0.2,3,84.523003,9570.938477
123,ca5c4837ecfb4b75a6e77b4a0db663e8,Screen Out,9264225500000000SWK0203H1,,10-02-2021 01:51,164,37563.664,2315.394,,,,,0.684,FALSE,,TRUE,Armand Unit AC3H,,9,,,,40,100,25000,0.2,3,82.542,9569.572
124,349076d7f5f24abf90f669ab0eebc846,Screen Out,9264225500000000SWK0203H1,,10-02-2021 01:52,165,40212.561,2397.22,,,,,0.676,FALSE,,TRUE,Armand Unit AC3H,,9,,,,40,100,25000,0.2,3,85.289,9738.638
125,90451e918ceb42ed8cb3d98fc2e441eb,Screen Out,9264225500000000SWK0203H1,,10-02-2021 01:55,168,48680.652,2642.302,,,,,0.779,FALSE,,TRUE,Armand Unit AC3H,,9,,,,40,100,25000,0.2,3,85.959,9851.287
126,834f849e6135459abc51af185286793a,Screen Out,9264225500000000NEK0085H1,,21-01-2021 19:44,218,349590.002,8167.594,,,,,2.538,FALSE,,TRUE,JOG UNIT 16H,,9,,,,40,100,25000,0.2,3,80.049,10372.672
127,7140d765d39d43ae8c0d977e224bfee8,Screen Out,9264225500000000NEK0126H1,,21-01-2021 20:38,184,382380.4063,7693.987305,,,,,2.708,FALSE,,TRUE,JOG UNIT 14H,,18,,,,40,100,25000,0.2,3,87.616997,10030.31348
128,2e0df72d71d749a0884a7308d2a94998,Screen Out,9264225500000000NEK0138H1,,21-01-2021 22:07,127,81637.437,3223.567,,,,,1.2,FALSE,,TRUE,JOG UNIT 8H,,15,,,,40,100,25000,0.2,3,81.174,10224.146
129,062c4a09d8474eae9780b7048c688fdb,Screen Out,9264225500000000NEK0127H1,,10-02-2021 22:07,202,367055.75,7164.769043,,,,,2.635,FALSE,,TRUE,JOG UNIT 11H,,19,,,,40,100,25000,0.2,3,91.818001,10413.75
130,fb3795f484a64551b782ed95fa92f813,Screen Out,9264225500000000NEK0127H1,,10-02-2021 22:08,203,375136.9375,7244.818359,,,,,2.619,FALSE,,TRUE,JOG UNIT 11H,,19,,,,40,100,25000,0.2,3,89.82,10675.31348
131,2cf113a6237d4dba93d808db9ba540dc,Screen Out,9264225500000000NEK0127H1,,10-02-2021 22:09,204,383266.8125,7324.221191,,,,,2.603,FALSE,,TRUE,JOG UNIT 11H,,19,,,,40,100,25000,0.2,3,89.558998,11018.43848
132,fbcfc377a2544ffe82c96ffb25db9ecd,Screen Out,9264225500000000SWK0202H1,,10-02-2021 22:25,519,285828.49,6612.251,,,,,2.066,FALSE,,TRUE,Armand Unit AC2H,,8,,,,40,100,25000,0.2,3,83.463,9877.348
133,1531331cd4bc4867b675494f30740d23,Screen Out,9264225500000000SWK0202H1,,10-02-2021 22:27,520,292499.844,6690.374,,,,,2.055,FALSE,,TRUE,Armand Unit AC2H,,8,,,,40,100,25000,0.2,3,83.385,10142.709
134,c40ca16682494c53834f9203e17a091b,Screen Out,9264225500000000NEK0128H1,,11-02-2021 00:34,165,226738.8281,5569.400879,,,,,1.8,FALSE,,TRUE,JOG UNIT 12H,,19,,,,40,100,25000,0.2,3,92.890999,10099.68848
135,09d2be0e475e493696f2c95962f348ab,Screen Out,9264225500000000NEK0128H1,,11-02-2021 00:38,168,251548.7813,5877.141113,,,,,1.93,FALSE,,TRUE,JOG UNIT 12H,,19,,,,40,100,25000,0.2,3,92.783997,10379.06348
136,e769d6fc9a44428db428674166f92aa5,Screen Out,9264225500000000SWK0218H1,,11-02-2021 00:44,156,285223.057,6594.49,,,,,2.089,FALSE,,TRUE,Armand Unit AC1H,,11,,,,40,100,25000,0.2,3,82.258,9677.982
137,1866d9210f844659b4b2b80f90890dff,Screen Out,9264225500000000NEK0076H1,,19-01-2021 14:36,201,37418.117,2369.077,,,,,1.037,FALSE,,TRUE,JOG UNIT 10H,,10,,,,40,100,25000,0.2,3,85.154,10424.395
138,d29da6cd743f46d392383fff8592bf86,Screen Out,9264225500000000NEK0076H1,,20-01-2021 22:20,128,62884.914,2757.178,,,,,0.262,FALSE,,TRUE,JOG UNIT 10H,,13,,,,40,100,25000,0.2,3,80.056,10278.713
139,c651391424fa487fb770aa5282aa78df,Screen Out,9264225500000000NEK0076H1,,20-01-2021 22:51,158,197793.043,5073.901,,,,,1.075,FALSE,,TRUE,JOG UNIT 10H,,13,,,,40,100,25000,0.2,3,81.174,10500.109
140,98bf0134ec8c44d2b95267a687c434f3,Screen Out,9264225500000000NEK0076H1,,21-01-2021 11:35,221,298896.343,6287.439,,,,,2.273,FALSE,,TRUE,JOG UNIT 10H,,14,,,,40,100,25000,0.2,3,80.95,10594.439
141,d26b0888d1ab488e80790bc2b0d69c3b,Screen Out,9264225500000000NEK0126H1,,23-01-2021 17:21,245,188238.7969,5920.882813,,,,,1.134,FALSE,,TRUE,JOG UNIT 14H,,23,,,,40,100,25000,0.2,3,89.904999,10553.43848
142,ec875298fc574536b59afdcfd595436e,Screen Out,9264225500000000NEK0129H1,,20-01-2021 08:42,185,459052.9688,8275.328125,,,,,0.503,FALSE,,TRUE,JOG UNIT 15H,,20,,,,40,100,25000,0.2,3,90.509003,9955.313477
143,fee22a03b8184cdebffc93ceaced2d1f,Screen Out,9264225500000000NEK0126H1,,20-01-2021 10:56,166,408556.9375,7720.271973,,,,,0.834,FALSE,,TRUE,JOG UNIT 14H,,14,,,,40,100,25000,0.2,3,85.454002,10153.125
144,2e268d9dff204073a568e032d678dfc6,Screen Out,9264225500000000SWK0202H1,,26-02-2021 03:04,844,384450.095,7541.707,,,,,2.182,FALSE,,TRUE,Armand Unit AC2H,,26,,,,40,100,25000,0.2,3,86.099,9483.123
145,0604cf0d949d403ba13f1ea8eab96f3c,Screen Out,9264225500000000SWK0202H1,,26-02-2021 08:09,146,357982.191,7305.17,,,,,2.406,FALSE,,TRUE,Armand Unit AC2H,,27,,,,40,100,25000,0.2,3,85.065,9411.678
146,ac19259453904df89b1954dbf4f6f65a,Screen Out,9264225500000000NEK0127H1,,26-02-2021 22:18,86,166588.9375,4739.920898,,,,,1.511,FALSE,,TRUE,JOG UNIT 11H,,36,,,,40,100,25000,0.2,3,89.308998,10443.75
147,cf71531defe745b8a28efa6d7283b580,Screen Out,9264225500000000NEK0138H1,,20-01-2021 03:45,170,382428.748,7189.141,,,,,2.637,FALSE,,TRUE,JOG UNIT 8H,,12,,,,40,100,25000,0.2,3,70.6,11360.245
148,050ea3bb20014602a58f62d87c83f97f,Screen Out,9264225500000000NEK0134H1,,20-01-2021 04:40,159,26997.68945,1867.090942,,,,,0.484,FALSE,,TRUE,Joe Burreaux Unit 3H,,19,,,,40,100,25000,0.2,3,91.053001,10844.06348
149,b670ce669cae4f599ada368f1670888b,Screen Out,9264225500000000NEK0134H1,,20-01-2021 04:41,160,26998.59375,1937.385986,,,,,0.563,FALSE,,TRUE,Joe Burreaux Unit 3H,,19,,,,40,100,25000,0.2,3,90.083,11094.375
150,b0d377cd7ee34119887e33e2bd8b3618,Screen Out,9264225500000000NEK0138H1,,19-01-2021 17:13,128,66071.481,2859.524,,,,,1.339,FALSE,,TRUE,JOG UNIT 8H,,11,,,,40,100,25000,0.2,3,80.016,10167.948
151,63b75a1a837c450d960e344b3a5a8019,Screen Out,9264225500000000NEK0138H1,,19-01-2021 17:18,133,83708.395,3242.202,,,,,1.465,FALSE,,TRUE,JOG UNIT 8H,,11,,,,40,100,25000,0.2,3,81.221,10192.699
152,c4f158aeec224c448e7a7988e64ee4b2,Screen Out,9264225500000000NEK0138H1,,19-01-2021 17:23,138,102931.57,3617.218,,,,,1.542,FALSE,,TRUE,JOG UNIT 8H,,11,,,,40,100,25000,0.2,3,81.285,10197.19
153,afdfe0156cea46f78096bab40b0b0e8e,Screen Out,9264225500000000NEK0138H1,,19-01-2021 17:45,160,205449.859,5199.291,,,,,2.108,FALSE,,TRUE,JOG UNIT 8H,,11,,,,40,100,25000,0.2,3,75.156,10049.143
154,9bf3e97fb2994eabbe9ab8a355b20e9e,Screen Out,9264225500000000NEK0129H1,,19-01-2021 05:40,282,438356.0625,8877.316406,,,,,1.153,FALSE,,TRUE,JOG UNIT 15H,,17,,,,40,100,25000,0.2,3,82.792999,9693.75
155,e83aef99df864247aa5f63ef3ed523b3,Screen Out,9264225500000000NEK0138H1,,19-01-2021 07:14,193,425681.245,7599.352,,,,,3.446,FALSE,,TRUE,JOG UNIT 8H,,10,,,,40,100,25000,0.2,3,81.144,10281.457
156,aceb38a879c64b9b888f4230ce75bc76,Screen Out,9264225500000000NEK0138H1,,19-01-2021 07:15,194,431399.08,7683.049,,,,,3.41,FALSE,,TRUE,JOG UNIT 8H,,10,,,,40,100,25000,0.2,3,81.047,10543.348
157,4a46420692c147d4b0fdac1e090ee4f8,Screen Out,9264225500000000NEK0129H1,,19-01-2021 03:38,160,68667.27344,3113.341797,,,,,0.893,FALSE,,TRUE,JOG UNIT 15H,,17,,,,40,100,25000,0.2,3,86.983002,10589.06348
158,da8f7876f6e54f3db8161a733c3603a4,Screen Out,9264225500000000NEK0129H1,,19-01-2021 03:39,161,72227.25,3199.579102,,,,,0.872,FALSE,,TRUE,JOG UNIT 15H,,17,,,,40,100,25000,0.2,3,86.848,10885.31348
159,666c7a552d4e41a689d760491d94935c,Screen Out,9264225500000000NEK0129H1,,21-01-2021 00:33,115,77658.96094,3427.683105,,,,,1.442,FALSE,,TRUE,JOG UNIT 15H,,22,,,,40,100,25000,0.2,3,89.882004,11495.625
160,31a629d66749429b8efa2b793ece9e6a,Screen Out,9264225500000000NEK0129H1,,21-01-2021 00:43,125,83172.75781,4140.682129,,,,,0.503,FALSE,,TRUE,JOG UNIT 15H,,22,,,,40,100,25000,0.2,3,90.259003,9606.563477
161,9962bf7b525c47b59c870db318011e7b,Screen Out,9264225500000000SWK0203H1,,09-02-2021 18:14,180,345470.644,7113.955,,,,,2.297,FALSE,,TRUE,Armand Unit AC3H,,8,,,,40,100,25000,0.2,3,89.453,10494.219
162,2dcf84dc59ec4a51a2c1f153883996e9,Screen Out,9264225500000000NEK0128H1,,09-02-2021 18:56,202,337844.0938,6877.925781,,,,,2.332,FALSE,,TRUE,JOG UNIT 12H,,17,,,,40,100,25000,0.2,3,87.075996,10390.31348
163,273195bb7f05408f947dffea8d3f40d5,Screen Out,9264225500000000NEK0126H1,,21-01-2021 04:19,195,474086.375,8363.329102,,,,,0.961,FALSE,,TRUE,JOG UNIT 14H,,16,,,,40,100,25000,0.2,3,90.370003,10629.375
164,d3ac9d6a1c3f40a0b6d9341213a60a25,Screen Out,9264225500000000NEK0129H1,,18-01-2021 12:24,129,33782.23438,2142.220947,,,,,0.659,FALSE,,TRUE,JOG UNIT 15H,,16,,,,40,100,25000,0.2,3,89.498001,10798.125
165,e02cc8babca44112be96256a84f4640a,Screen Out,9264225500000000NEK0129H1,,18-01-2021 12:53,158,46744.02344,2817.674072,,,,,0.509,FALSE,,TRUE,JOG UNIT 15H,,16,,,,40,100,25000,0.2,3,80.638,10042.5
166,cd2c1b03542542138abc47a06156a435,Screen Out,9264225500000000NEK0085H1,,18-01-2021 20:32,180,264862.149,6915.176,,,,,2.164,FALSE,,TRUE,JOG UNIT 16H,,3,,,,40,100,25000,0.2,3,70.554,10754.185
167,20528cc4ea0d4dca83f5be44bf076106,Screen Out,9264225500000000NEK0085H1,,18-01-2021 20:34,182,272675.724,7019.211,,,,,2.081,FALSE,,TRUE,JOG UNIT 16H,,3,,,,40,100,25000,0.2,3,62.83,10635.372
168,8fd131bfd9724067a9714ea2313d5b9d,Screen Out,9264225500000000NEK0085H1,,18-01-2021 20:35,183,276927.63,7077.279,,,,,2.097,FALSE,,TRUE,JOG UNIT 16H,,3,,,,40,100,25000,0.2,3,60.747,10879.752
169,d458ae45b6144d78a971ec7b65258e17,Screen Out,9264225500000000NEK0085H1,,18-01-2021 23:48,376,307818.254,11003.077,,,,,0.564,FALSE,,TRUE,JOG UNIT 16H,,3,,,,40,100,25000,0.2,3,69.742,10428.847
170,0827c1274e1e42809cb1fcab696528ae,Screen Out,9264225500000000NEK0085H1,,18-01-2021 23:58,386,334233.627,11680.627,,,,,0.795,FALSE,,TRUE,JOG UNIT 16H,,3,,,,40,100,25000,0.2,3,72.376,10372.514
171,a35bf08f6a1f4a6083ee329b57892fda,Screen Out,9264225500000000NEK0085H1,,19-01-2021 00:00,388,343177.043,11822.785,,,,,1.102,FALSE,,TRUE,JOG UNIT 16H,,3,,,,40,100,25000,0.2,3,78.346,10761.687
172,2896b4e5d5e340f78ccf1b4288bfd98b,Screen Out,9264225500000000NEK0134H1,,19-01-2021 00:24,440,81314.35156,3342.181885,,,,,1.058,FALSE,,TRUE,Joe Burreaux Unit 3H,,16,,,,40,100,25000,0.2,3,85.407997,9647.813477
173,150e32d5536d41ca8ed9d724290ad891,Screen Out,9264225500000000NEK0085H1,,24-01-2021 04:44,132,131874.658,4741.381,,,,,1.359,FALSE,,TRUE,JOG UNIT 16H,,14,,,,40,100,25000,0.2,3,77.992,10789.779
174,30581b931c8e42a58d59a17d6421d029,Screen Out,9264225500000000NEK0076H1,,20-01-2021 00:20,183,362377.288,7026.696,,,,,2.418,FALSE,,TRUE,JOG UNIT 10H,,11,,,,40,100,25000,0.2,3,76.569,10289.237
175,884390410b1f4cfd9798dfbf0bac28de,Screen Out,9264225500000000NEK0138H1,,20-01-2021 03:09,134,161353.125,4607.659,,,,,2.096,FALSE,,TRUE,JOG UNIT 8H,,12,,,,40,100,25000,0.2,3,80.961,10769.02
176,bdda6eefd8924c7f8ed8c131815a1c91,Screen Out,9264225500000000NEK0138H1,,20-01-2021 03:40,165,347508.8,6846.598,,,,,2.426,FALSE,,TRUE,JOG UNIT 8H,,12,,,,40,100,25000,0.2,3,78.294,10831.591
177,9c311f28df30460da48cf282472053c3,Screen Out,9264225500000000SWK0203H1,,14-02-2021 08:57,57,93850.546,3670.384,,,,,1.101,FALSE,,TRUE,Armand Unit AC3H,,20,,,,40,100,25000,0.2,3,88.48,9355.263
178,2fbe5deddfdc46d2a1d37df89e03c92f,Screen Out,9264225500000000NEK0128H1,,10-02-2021 06:14,146,263977.7813,6082.001465,,,,,2.123,FALSE,,TRUE,JOG UNIT 12H,,18,,,,40,100,25000,0.2,3,87.179001,9658.125
179,8911f5adaadf4a6192c61b4ee02f910c,Screen Out,9264225500000000NEK0128H1,,10-02-2021 06:37,169,437691.6875,7914.609863,,,,,3.062,FALSE,,TRUE,JOG UNIT 12H,,18,,,,40,100,25000,0.2,3,87.989998,9710.625
